url,last_working_date,last_working_docs_count,latest_status_code,latest_issue,url_file
https://eezy.fi/en/investors/corporate-governance/remuneration/,2026-07-08 04:53:51,15,200,,p4_p5/documents_p4_p5_01.csv
https://enento.com/sustainability/,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://english.bim.com.tr/Categories/651/corporate-governance-principles-compliance-report.aspx,2026-07-08 04:53:51,21,200,,p4_p5/documents_p4_p5_01.csv
https://english.bim.com.tr/Categories/661/committees.aspx,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://english.bim.com.tr/Categories/676/articles-of-association.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://enochianbio.com/governance/governance-documents/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://eqb.investorroom.com/esg-overview,2026-07-08 04:53:51,15,200,,p4_p5/documents_p4_p5_01.csv
https://esg.asseco.com/en/,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://expworldholdings.com/investors/,2026-07-08 04:53:51,11,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/antibribery.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/board_charter.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/corp_code_business.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/corp_disclosure_policy.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/diversity_policy.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/privacy.html,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/remuneration_policy.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/tor_ac.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/tor_nc.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/tor_rc.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://fmgloballogistics.listedcompany.com/whistleblowers.html,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://foresightgroup.it/regulatory-news,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://genelenergy.com/about-us-2/,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://genelenergy.com/investor-relations/,2026-07-08 04:53:51,116,200,,p4_p5/documents_p4_p5_01.csv
https://genelenergy.com/investor-relations/results-presentations/,2026-07-08 04:53:51,111,200,,p4_p5/documents_p4_p5_01.csv
https://genelenergy.com/modern-slavery-act-statement/,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://genelenergy.com/sustainability/,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://ghcl.co.in/csr-policies,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://ghcl.co.in/investors-overview,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://glaston.net/responsible-sourcing/#pagetop,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://htgrp.com.my/investor-relations/,2026-07-08 04:53:51,10,200,,p4_p5/documents_p4_p5_01.csv
https://investor.aligos.com/corporate-governance/governance-overview,2026-07-08 04:53:51,6,200,,p4_p5/documents_p4_p5_01.csv
https://investor.are.com/corporate-governance/committee-charting/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investor.are.com/corporate-profile/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://investor.caretrustreit.com/Corporate-Responsibility/default.aspx,2026-07-08 04:53:51,12,200,,p4_p5/documents_p4_p5_01.csv
https://investor.caretrustreit.com/financials/annual-reports/default.aspx,2026-07-08 04:53:51,8,200,,p4_p5/documents_p4_p5_01.csv
https://investor.caretrustreit.com:443/governance/governance-documents/default.aspx,2026-07-08 04:53:51,8,200,,p4_p5/documents_p4_p5_01.csv
https://investor.clearchannel.com/corporate-governance/code-of-conduct,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://investor.clearchannel.com/financials/sec-filings?page=123,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investor.dfinsolutions.com/governance/governance-documents/default.aspx?_ga=2.69976400.1905421598.1648820106-334445212.1648820105,2026-07-08 04:53:51,9,200,,p4_p5/documents_p4_p5_01.csv
https://investor.dolby.com/financials/annual-reports/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investor.ligand.com/,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://investor.mscdirect.com/,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://investor.mscdirect.com/annual-reports,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investor.onemainfinancial.com/CorporateProfile/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investor.onemainfinancial.com/corporate-governance/documents/default.aspx,2026-07-08 04:53:51,10,200,,p4_p5/documents_p4_p5_01.csv
https://investor.onemainfinancial.com/financials-filings/annual-reports-proxies/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://investor.opendoor.com/corporate-governance/documents-charters,2026-07-08 04:53:51,6,200,,p4_p5/documents_p4_p5_01.csv
https://investor.piedmontreit.com/governance-documents,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://investor.skistar.com/en/bolagsstyrning/skistar-arsstamma-2024-dokumentation?_gl=1*ap87y1*_up*MQ..*_ga*MTkwNDY4Mzc4My4xNzU4MjgyMjQ1*_ga_1BN117Z7Q4*czE3NTgyODUxNjYkbzIkZzAkdDE3NTgyODUxNjYkajYwJGwwJGgw,2026-07-08 04:53:51,13,200,,p4_p5/documents_p4_p5_01.csv
https://investor.skistar.com/en/bolagsstyrning/skistar-arsstamma-2025?_gl=1*jn5qr5*_up*MQ..*_ga*MTkwNDY4Mzc4My4xNzU4MjgyMjQ1*_ga_1BN117Z7Q4*czE3NTgyODIyNDQkbzEkZzEkdDE3NTgyODI0MjQkajYwJGwwJGgw,2026-07-08 04:53:51,12,200,,p4_p5/documents_p4_p5_01.csv
https://investor.skistar.com/en/bolagsstyrning/tidigare-bolagstammor?_gl=1*jn5qr5*_up*MQ..*_ga*MTkwNDY4Mzc4My4xNzU4MjgyMjQ1*_ga_1BN117Z7Q4*czE3NTgyODIyNDQkbzEkZzEkdDE3NTgyODI0MjQkajYwJGwwJGgw,2026-07-08 04:53:51,13,200,,p4_p5/documents_p4_p5_01.csv
https://investor.skistar.com/en/esg/for-leverantorer?_gl=1*gogj9w*_up*MQ..*_ga*MTkwNDY4Mzc4My4xNzU4MjgyMjQ1*_ga_1BN117Z7Q4*czE3NTgyODYzOTgkbzIkZzEkdDE3NTgyODY0NzgkajYwJGwwJGgw,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://investor.stoketherapeutics.com/governance/,2026-07-08 04:53:51,5,200,,p4_p5/documents_p4_p5_01.csv
https://investor.wilcon.com.ph/annual-corporate-governance-report/,2026-07-08 04:53:51,11,200,,p4_p5/documents_p4_p5_01.csv
https://investor.wilcon.com.ph/corporate-governance-manual/,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://investorrelations.fsbwa.com/corporate/committee-composition,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://investors.brinker.com/corporate-governance/committee-composition,2026-07-08 04:53:51,12,200,,p4_p5/documents_p4_p5_01.csv
https://investors.brinker.com/financials,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investors.cerence.com/investors/leadership-and-governance,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investors.computacenter.com/corporate-governance,2026-07-08 04:53:51,14,200,,p4_p5/documents_p4_p5_01.csv
https://investors.computacenter.com/results-centre,2026-07-08 04:53:51,50,200,,p4_p5/documents_p4_p5_01.csv
https://investors.computacenter.com/results-centre/annual-interim-reports,2026-07-08 04:53:51,16,200,,p4_p5/documents_p4_p5_01.csv
https://investors.gates.com/governance/governance-documents/default.aspx,2026-07-08 04:53:51,5,200,,p4_p5/documents_p4_p5_01.csv
https://investors.hasi.com/governance/governance-documents,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://investors.hffoodsgroup.com/corporate-governance/committee-composition,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://investors.hffoodsgroup.com/corporate-governance/governance-documents,2026-07-08 04:53:51,6,200,,p4_p5/documents_p4_p5_01.csv
https://investors.ibex.co/corporate-governance/board-of-directors,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://investors.investarbank.com/websites/investar-bank/English/4400/corporate-governance-information.html,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investors.kiniksa.com/corporate-governance/committee-composition,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://investors.lsbindustries.com/corporate-governance-highlights,2026-07-08 04:53:51,11,200,,p4_p5/documents_p4_p5_01.csv
https://investors.nlight.net/financial-information/annual-reports/default.aspx,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://investors.nlight.net/financial-information/financial-results/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://investors.o-i.com/governance/governance-documents/default.aspx,2026-07-08 04:53:51,37,200,,p4_p5/documents_p4_p5_01.csv
https://investors.organogenesis.com/corporate-governance/board-of-directors,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://investors.skyworksinc.com/corporate-governance,2026-07-08 04:53:51,10,200,,p4_p5/documents_p4_p5_01.csv
https://investors.vertumotors.com/,2026-07-08 04:53:51,26,200,,p4_p5/documents_p4_p5_01.csv
https://investors.vertumotors.com/privacy-policy/,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://inwestor.asseco.com/en/about-asseco/corporate-governance/articles-of-association-of-asseco-poland-sa/,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://inwestor.asseco.com/en/about-asseco/corporate-governance/corporate-regulations/,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://inwestor.asseco.com/en/about-asseco/corporate-governance/egm/2023/,2026-07-08 04:53:51,9,200,,p4_p5/documents_p4_p5_01.csv
https://inwestor.asseco.com/en/about-asseco/corporate-governance/remuneration-policy/,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://inwestor.asseco.com/en/about-asseco/governing-bodies/,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://inwestor.asseco.com/en/reports/financial-reports/2023/,2026-07-08 04:53:51,18,200,,p4_p5/documents_p4_p5_01.csv
https://ir.ayalaland.com.ph/corporate-governance/annual-cg-report/,2026-07-08 04:53:51,20,200,,p4_p5/documents_p4_p5_01.csv
https://ir.bactiguard.com/,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.bigbear.ai/corporate-governance/board-committees,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://ir.bruker.com/corporate-governance/Code-of-Conduct/,2026-07-08 04:53:51,11,200,,p4_p5/documents_p4_p5_01.csv
https://ir.bruker.com/corporate-governance/governance-documents/default.aspx,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://ir.car-mart.com/corporate-profile/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.chemed.com/corporate-governance/highlights,2026-07-08 04:53:51,22,200,,p4_p5/documents_p4_p5_01.csv
https://ir.clearpointneuro.com/corporate-governance,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://ir.clearpointneuro.com/sitemap,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.concentrix.com/financials/historical-metrics,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.corporate.openlane.com/,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.corporate.openlane.com/investor-relations/financials/financial-reports/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.corporate.openlane.com/investor-relations/governance/code-of-ethics-for-principal-and-senior-financial-officers/default.aspx,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://ir.corporate.openlane.com/investor-relations/governance/committee-composition/default.aspx,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.douglasemmett.com/management/board-committees/default.aspx,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://ir.enovix.com/corporate-governance/committee-composition/,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://ir.fticonsulting.com/,2026-07-08 04:53:51,6,200,,p4_p5/documents_p4_p5_01.csv
https://ir.gooseheadinsurance.com/governance/board-of-directors,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.hbtfinancial.com/governance/committee-composition,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.interdigital.com/financials/annual-reports-proxy-statements/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.jobyaviation.com/corporate-governance,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.kerostx.com/corporate-governance/committee-composition,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.manitowoc.com/esg/Sustainability-at-Manitowoc/default.aspx,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://ir.manitowoc.com/investor-relations/resources/Sustainability-Reports/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://ir.metaviatx.com/corporate-governance/committee-composition,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.metaviatx.com/corporate-governance/highlights,2026-07-08 04:53:51,2,200,,p4_p5/documents_p4_p5_01.csv
https://ir.navitassemi.com/financial-information,2026-07-08 04:53:51,44,200,,p4_p5/documents_p4_p5_01.csv
https://ir.onewabash.com/governance/corporate-responsibility/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://ir.onewabash.com/governance/governance-documents/default.aspx,2026-07-08 04:53:51,6,200,,p4_p5/documents_p4_p5_01.csv
https://ir.teknova.com/corporate-governance/governance-overview,2026-07-08 04:53:51,7,200,,p4_p5/documents_p4_p5_01.csv
https://ir.titan-intl.com/ESG/Social-Commitment/default.aspx,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir.titan-intl.com/governance/committee-composition/audit-committee/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://ir.titan-intl.com/governance/committee-composition/compensation-committee/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://ir.titan-intl.com/governance/committee-composition/corporate-governance-committee/default.aspx,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://ir.verupharma.com/corporate-governance,2026-07-08 04:53:51,3,200,,p4_p5/documents_p4_p5_01.csv
https://ir2.chartnexus.com/kgroup/egm.php,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://itmg.co.id/governance/policy-and-documentation/internal-audit,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://itmg.co.id/governance/policy-and-documentation/procurement,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://jamescropper.com/about-us/,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://jamescropper.com/investors/,2026-07-08 04:53:51,5,200,,p4_p5/documents_p4_p5_01.csv
https://kancera.com/en/,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://knighttx.com/about-us/,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://kps.com.my/index.php/investor-relations/corporate-governance,2026-07-08 04:53:51,4,200,,p4_p5/documents_p4_p5_01.csv
https://kssc.com.my/annual-reports/,2026-07-08 04:53:51,15,200,,p4_p5/documents_p4_p5_01.csv
https://ltg.com.ph/code-of-business-conduct-ethics/,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
https://ltg.com.ph/notice-of-assm/,2026-07-08 04:53:51,31,200,,p4_p5/documents_p4_p5_01.csv
https://mahindralogistics.com/shareholder-information/investor-contacts/,2026-07-08 04:53:51,11,200,,p4_p5/documents_p4_p5_01.csv
https://mhc.com.my/investor-relations/,2026-07-08 04:53:51,48,200,,p4_p5/documents_p4_p5_01.csv
https://mmtclimited.com/pages/display/132-corporate-governance-report,2026-07-08 04:53:51,60,200,,p4_p5/documents_p4_p5_01.csv
https://mmtclimited.com/pages/display/135-code-of-business-conduct,,,200,SUCCESS_ZERO_DOCS_AFTER_RETRY,p4_p5/documents_p4_p5_01.csv
https://mmtclimited.com/pages/display/238-code-of-conduct-for-regulatingreporting-trading-by-insiders,2026-07-08 04:53:51,1,200,,p4_p5/documents_p4_p5_01.csv
